Name,Type,TypeName,Etat,SubEtat,DES,ETA,Worlds,Engines,OffsetBX,OffsetBY,OffsetHY,FollowSprite,HitPoints,HitSprite,FollowEnabled,ConnectedEvents,LabelOffsets,Commands
Prickly (Red Vertical),45,TYPE_MOVE_OUYE,0,0,CPR,CPL,1-2-3-4-5-6,KIT-EDU,18,32,0,0,1,254,False,,1-9,11-99-20-1-0-254-23-0-11-99-20-1-0-2-23-1-33-255
Prickly (Red Triangle),45,TYPE_MOVE_OUYE,0,0,CPR,CPL,1-2-3-4-5-6,KIT-EDU,18,32,0,0,1,254,False,,1-9-17,11-99-20-1-2-254-23-0-11-99-20-1-2-2-23-1-11-99-20-1-254-0-23-2-33-255
Prickly (Red Square),45,TYPE_MOVE_OUYE,0,0,CPR,CPL,1-2-3-4-5-6,KIT-EDU,18,32,0,0,1,254,False,,1-9-17-25,11-99-20-1-254-0-23-0-11-99-20-1-0-2-23-1-11-99-20-1-2-0-23-2-11-99-20-1-0-254-23-3-33-255
Mr Stone (Boss),46,TYPE_BB1,0,0,BB1,BB1,3,R1,128,200,30,0,8,253,False,,1-1-1-1-37-43-1,11-0-2-100-24-0-11-1-8-0-5-3-19-1-24-1-11-2-8-0-5-4-19-1-24-2-11-3-8-0-5-2-19-1-24-3-11-4-0-200-24-4-11-5-1-200-24-5-11-6-8-0-5-5-19-1-24-6-33-255
Lava Ball (Small bounce),47,TYPE_STONEBOMB2,2,2,HP,HP,3,R1-KIT-EDU,80,96,80,3,2,255,False,,,2-254-33-255
Lava Ball (Small bounce),47,TYPE_STONEBOMB2,2,2,HPV,HP,5,R1-KIT-EDU,80,96,80,3,2,255,False,,,2-254-33-255
Torch (Foreground),48,TYPE_FLAMME2,0,3,TOR,BST,3,R1-KIT-EDU,80,50,18,0,200,0,False,,,2-250-33-255
Torch (Foreground),48,TYPE_FLAMME2,0,3,TOV,BST,5,R1-KIT-EDU,80,50,18,0,200,0,False,,,2-250-33-255
Flat Stone (Down),49,TYPE_MOVE_START_PLAT,0,0,PIS,BST,3,R1-KIT-EDU,128,50,20,0,200,0,True,,47-9-17-25-33-41,2-10-23-0-11-0-5-1-11-99-20-1-0-1-23-1-11-99-20-1-0-2-23-2-11-99-20-1-0-3-23-3-11-99-20-1-0-4-23-4-11-99-20-1-0-5-23-5-33-255
Flat Stone (Down),49,TYPE_MOVE_START_PLAT,0,0,PIV,BST,5,R1-KIT-EDU,128,50,20,0,200,0,True,,47-9-17-25-33-41,2-10-23-0-11-0-5-1-11-99-20-1-0-1-23-1-11-99-20-1-0-2-23-2-11-99-20-1-0-3-23-3-11-99-20-1-0-4-23-4-11-99-20-1-0-5-23-5-33-255
Flat Stone (Down),49,TYPE_MOVE_START_PLAT,0,0,PIS,BST,3,R1-KIT-EDU,128,200,20,0,200,0,True,,47-9-17-25-33-41,2-10-23-0-11-0-5-1-11-99-20-1-0-1-23-1-11-99-20-1-0-2-23-2-11-99-20-1-0-3-23-3-11-99-20-1-0-4-23-4-11-99-20-1-0-5-23-5-33-255
Flat Stone (Down),49,TYPE_MOVE_START_PLAT,0,0,PIV,BST,5,R1-KIT-EDU,128,200,20,0,200,0,True,,47-9-17-25-33-41,2-10-23-0-11-0-5-1-11-99-20-1-0-1-23-1-11-99-20-1-0-2-23-2-11-99-20-1-0-3-23-3-11-99-20-1-0-4-23-4-11-99-20-1-0-5-23-5-33-255
Flat Stone (Right Diagonal),49,TYPE_MOVE_START_PLAT,0,0,PIS,BST,3,R1-KIT-EDU,128,200,20,0,200,0,True,,47-9-17-25-33-41,2-10-23-0-11-0-5-1-11-99-20-1-0-1-23-1-11-99-20-1-0-2-23-2-11-99-20-1-0-3-23-3-11-99-20-1-0-4-23-4-11-99-20-1-0-5-23-5-33-255
Flat Stone (Right Diagonal),49,TYPE_MOVE_START_PLAT,0,0,PIV,BST,5,R1-KIT-EDU,128,200,20,0,200,0,True,,47-9-17-25-33-41,2-10-23-0-11-0-5-1-11-99-20-1-0-1-23-1-11-99-20-1-0-2-23-2-11-99-20-1-0-3-23-3-11-99-20-1-0-4-23-4-11-99-20-1-0-5-23-5-33-255
Flat Stone (Left Diagonal),49,TYPE_MOVE_START_PLAT,0,0,PIS,BST,3,R1-KIT-EDU,128,200,20,0,200,0,True,,71-9-17-25-33-41-49-57-65,2-10-23-0-11-0-5-1-11-99-20-1-1-1-23-1-11-99-20-1-0-1-23-2-11-99-20-1-255-1-23-3-11-99-20-1-0-2-23-4-11-99-20-1-0-3-23-5-11-99-20-1-0-4-23-6-11-99-20-1-0-5-23-7-11-99-20-1-0-6-23-8-33-255
Flat Stone (Left Diagonal),49,TYPE_MOVE_START_PLAT,0,0,PIV,BST,5,R1-KIT-EDU,128,200,20,0,200,0,True,,71-9-17-25-33-41-49-57-65,2-10-23-0-11-0-5-1-11-99-20-1-1-1-23-1-11-99-20-1-0-1-23-2-11-99-20-1-255-1-23-3-11-99-20-1-0-2-23-4-11-99-20-1-0-3-23-5-11-99-20-1-0-4-23-6-11-99-20-1-0-5-23-7-11-99-20-1-0-6-23-8-33-255
Flat Stone (Right Diagonal),49,TYPE_MOVE_START_PLAT,0,0,PIS,BST,3,R1-KIT-EDU,128,50,20,0,200,0,True,,71-9-17-25-33-41-49-57-65,2-10-23-0-11-0-5-1-11-99-20-1-255-1-23-1-11-99-20-1-0-1-23-2-11-99-20-1-1-1-23-3-11-99-20-1-0-2-23-4-11-99-20-1-0-3-23-5-11-99-20-1-0-4-23-6-11-99-20-1-0-5-23-7-11-99-20-1-0-6-23-8-33-255
Flat Stone (Right Diagonal),49,TYPE_MOVE_START_PLAT,0,0,PIV,BST,5,R1-KIT-EDU,128,50,20,0,200,0,True,,71-9-17-25-33-41-49-57-65,2-10-23-0-11-0-5-1-11-99-20-1-255-1-23-1-11-99-20-1-0-1-23-2-11-99-20-1-1-1-23-3-11-99-20-1-0-2-23-4-11-99-20-1-0-3-23-5-11-99-20-1-0-4-23-6-11-99-20-1-0-5-23-7-11-99-20-1-0-6-23-8-33-255
KitDuplicate Flat Stone (Right Diagonal),49,TYPE_MOVE_START_PLAT,0,0,PIS,BST,3,R1-KIT-EDU,128,200,20,0,200,0,True,,71-9-17-25-33-41-49-57-65,2-10-23-0-11-0-5-1-11-99-20-1-255-1-23-1-11-99-20-1-0-1-23-2-11-99-20-1-1-1-23-3-11-99-20-1-0-2-23-4-11-99-20-1-0-3-23-5-11-99-20-1-0-4-23-6-11-99-20-1-0-5-23-7-11-99-20-1-0-6-23-8-33-255
KitDuplicate Flat Stone (Right Diagonal),49,TYPE_MOVE_START_PLAT,0,0,PIV,BST,5,R1-KIT-EDU,128,200,20,0,200,0,True,,71-9-17-25-33-41-49-57-65,2-10-23-0-11-0-5-1-11-99-20-1-255-1-23-1-11-99-20-1-0-1-23-2-11-99-20-1-1-1-23-3-11-99-20-1-0-2-23-4-11-99-20-1-0-3-23-5-11-99-20-1-0-4-23-6-11-99-20-1-0-5-23-7-11-99-20-1-0-6-23-8-33-255
Bzzit (Boss),50,TYPE_MOSKITO,0,13,MST,MST,1,R1-EDU,80,80,48,0,5,254,False,,1-7,11-1-19-1-23-0-11-2-30-200-24-1-33-255
Spiky Fruit (Moskito),51,TYPE_MST_FRUIT1,2,0,MST2,MST,1,R1-EDU,19,20,0,0,1,254,False,,,30-200-33-255
Spiky Fruit Medium (Moskito),52,TYPE_MST_FRUIT2,2,2,MST2,MST,1,R1-EDU,40,70,0,0,1,254,False,,,30-200-33-255
Spiky Fruit,53,TYPE_MST_SHAKY_FRUIT,0,0,FRP,FRP,1,R1-KIT-EDU,20,32,8,0,1,254,False,,22,30-200-23-0-11-0-5-1-9-10-20-1-246-0-20-1-10-0-10-8-2-5-0-33-255
Musician,55,TYPE_MUS_WAIT,0,1,MUS,MUS,3-5,R1-KIT-EDU,18,32,0,0,0,0,False,,,2-200-33-255
Stone Man (Throws Lavaballs Stationary),56,TYPE_STONEWOMAN2,0,0,HP,HP,3-5,R1-KIT-EDU,80,127,0,3,15,254,False,,1-23-67-57-1-1-1-1,11-10-8-0-5-14-19-1-24-0-11-11-8-0-5-10-19-1-17-70-28-1-24-2-24-3-11-0-8-0-5-3-19-1-8-0-5-4-19-1-8-0-5-14-24-4-11-1-8-0-5-1-19-1-24-5-11-7-8-0-5-9-19-1-24-6-11-12-8-0-5-13-19-2-24-7-33-255
Flying Spike (Left),57,TYPE_STALAG,0,4,PIS,BST,3,R1-KIT-EDU,28,18,0,0,10,254,False,,53-47,2-100-23-0-11-99-5-5-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-1-254-0-23-1-33-255
Flying Spike (Left),57,TYPE_STALAG,0,4,PIV,BST,5,R1-KIT-EDU,28,18,0,0,10,254,False,,53-47,2-100-23-0-11-99-5-5-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-1-254-0-23-1-33-255
Flying Spike (Left),57,TYPE_STALAG,0,4,PIS,BST,3,R1-KIT-EDU,28,18,2,0,10,254,False,,53-47,2-100-23-0-11-99-5-5-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-1-254-0-23-1-33-255
Flying Spike (Left),57,TYPE_STALAG,0,4,PIV,BST,5,R1-KIT-EDU,28,18,2,0,10,254,False,,53-47,2-100-23-0-11-99-5-5-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-1-254-0-23-1-33-255
Flying Spike (Right),57,TYPE_STALAG,0,4,PIS,BST,3,R1-KIT-EDU,28,18,0,0,10,254,False,,1-49,1-1-2-100-23-0-11-99-5-5-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-1-2-0-23-1-33-255
Flying Spike (Right),57,TYPE_STALAG,0,4,PIV,BST,5,R1-KIT-EDU,28,18,0,0,10,254,False,,1-49,1-1-2-100-23-0-11-99-5-5-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-1-2-0-23-1-33-255
Flying Spike (Right),57,TYPE_STALAG,0,4,PIS,BST,3,R1-KIT-EDU,28,18,1,0,10,254,False,,1-49,1-1-2-100-23-0-11-99-5-5-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-1-2-0-23-1-33-255
Flying Spike (Right),57,TYPE_STALAG,0,4,PIV,BST,5,R1-KIT-EDU,28,18,1,0,10,254,False,,1-49,1-1-2-100-23-0-11-99-5-5-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-2-0-255-20-2-0-1-20-1-2-0-23-1-33-255
Flying Spike Small (Up),57,TYPE_STALAG,0,7,PIS,BST,3,R1-KIT-EDU,28,18,0,0,10,254,False,,,20-1-0-255-33-255
Flying Spike Small (Up),57,TYPE_STALAG,0,7,PIV,BST,5,R1-KIT-EDU,28,18,0,0,10,254,False,,,20-1-0-255-33-255
Flying Spike Big (Up),57,TYPE_STALAG,0,8,PIS,BST,3,R1-KIT-EDU,28,18,0,0,10,254,False,,,20-1-0-255-33-255
Flying Spike Big (Up),57,TYPE_STALAG,0,8,PIV,BST,5,R1-KIT-EDU,28,18,0,0,10,254,False,,,20-1-0-255-33-255
Cage,58,TYPE_CAGE,0,6,ELE,ELE,1-2-3-4-5-6,R1-KIT-EDU,80,89,0,0,2,254,False,,,2-200-33-255
Cage (Appearing),58,TYPE_CAGE,2,4,ELE,ELE,1-2-3-4-5-6,R1-KIT-EDU,80,89,0,0,2,254,False,,,2-200-33-255
Cage (Opened),59,TYPE_CAGE2,0,9,ELE,ELE,1-2-3-5-6,R1-KIT-EDU,80,89,0,0,0,254,False,,,2-200-33-255
Cage (Opened),59,TYPE_CAGE2,0,9,ELE,ELE,4,R1-KIT-EDU,80,89,0,0,0,254,False,,,30-200-33-255
Clown Big,60,TYPE_BIG_CLOWN,0,0,BIG,BIG,6,R1-KIT-EDU,80,96,0,0,8,254,False,,9-29-73-73-73-9-29,11-0-8-0-5-7-19-1-11-2-0-200-8-0-5-0-19-1-24-0-11-1-8-0-5-7-19-1-11-3-1-200-8-0-5-0-19-1-24-1-11-4-8-2-5-1-20-1-0-254-24-2-11-5-8-0-5-2-20-1-0-0-24-3-11-6-8-1-5-21-24-4-11-7-17-0-0-26-5-24-6-33-255
Clown Water,61,TYPE_WAT_CLOWN,0,0,WAT,WAT,6,R1-KIT-EDU,80,96,0,0,4,255,False,,9-31-83-83-83-9-31,11-0-8-0-5-7-19-1-11-2-0-200-2-1-8-0-5-0-19-1-24-0-11-1-8-0-5-7-19-1-11-3-1-200-2-1-8-0-5-0-19-1-24-1-11-4-8-2-5-1-20-1-0-254-24-2-11-5-8-0-5-2-20-1-0-0-24-3-11-6-8-0-5-22-19-1-8-1-5-0-24-4-11-7-17-0-0-26-5-24-6-33-255
Water Drop,62,TYPE_DROP,2,0,GOU,GOU,6,R1-KIT-EDU,64,80,64,0,0,254,False,,1-7,11-0-0-100-23-0-11-1-1-100-23-1-33-255
Cloud (Down on contact and stops),63,TYPE_MOVE_START_NUA,0,1,NUA,NUA,1-2-3-4-5-6,R1-KIT-EDU,64,0,12,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-0-32-23-1-11-99-20-1-0-0-23-2-33-255
Cloud (Left on contact and stops),63,TYPE_MOVE_START_NUA,0,1,NUA,NUA,1-2-3-4-5-6,R1-KIT-EDU,64,0,12,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-224-0-23-1-11-99-20-1-0-0-23-2-33-255
Cloud (Left on contact),63,TYPE_MOVE_START_NUA,0,1,NUA,NUA,1-2-3-4-5-6,R1-KIT-EDU,64,0,12,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-224-0-23-1-11-99-20-1-32-0-23-2-33-255
Cloud (Right on contact and stops),63,TYPE_MOVE_START_NUA,0,1,NUA,NUA,1-2-3-4-5-6,R1-KIT-EDU,64,0,12,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-32-0-23-1-11-99-20-1-0-0-23-2-33-255
Cloud (Right on contact),63,TYPE_MOVE_START_NUA,0,1,NUA,NUA,1-2-3-4-5-6,R1-KIT-EDU,64,0,12,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-32-0-23-1-11-99-20-1-224-0-23-2-33-255
Cloud (Up on contact and stops),63,TYPE_MOVE_START_NUA,0,1,NUA,NUA,1-2-3-4-5-6,R1-KIT-EDU,64,0,12,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-0-224-23-1-11-99-20-1-0-0-23-2-33-255
Cloud (Pattern Custom 1),63,TYPE_MOVE_START_NUA,0,1,NUA,NUA,1-2-3-4-5-6,R1-KIT-EDU,64,0,6,0,0,0,True,,69-7-15-23-31-39-47-55-63,2-10-23-0-11-0-5-10-20-1-16-0-23-1-11-99-20-1-0-240-23-2-11-99-20-1-16-240-23-3-11-99-20-1-16-0-23-4-11-99-20-1-16-16-23-5-11-99-20-1-16-0-23-6-11-99-20-1-0-16-23-7-11-99-20-1-0-0-23-8-33-255
Cloud (Pattern Custom 3),63,TYPE_MOVE_START_NUA,0,1,NUA,NUA,1-2-3-4-5-6,R1-KIT-EDU,64,0,6,0,0,0,True,,69-7-15-23-31-39-47-55-63,2-10-23-0-11-0-5-10-20-1-16-0-23-1-11-99-20-1-16-240-23-2-11-99-20-1-0-240-23-3-11-99-20-1-240-240-23-4-11-99-20-1-0-240-23-5-11-99-20-1-16-0-23-6-11-99-20-1-0-240-23-7-11-99-20-1-0-0-23-8-33-255
Cloud (Pattern Cyclical upwards),63,TYPE_MOVE_START_NUA,0,1,NUA,NUA,1-2-3-4-5-6,R1-KIT-EDU,64,0,6,0,0,0,True,,71-9-17-25-33-41-49-57-65,2-10-23-0-11-0-5-10-11-99-20-1-16-0-23-1-11-99-20-1-16-240-23-2-11-99-20-1-0-240-23-3-11-99-20-1-240-240-23-4-11-99-20-1-240-0-23-5-11-99-20-1-240-240-23-6-11-99-20-1-0-240-23-7-11-99-20-1-16-240-23-8-33-255
Cloud (Pattern Cyclical),63,TYPE_MOVE_START_NUA,0,1,NUA,NUA,1-2-3-4-5-6,R1-KIT-EDU,64,0,6,0,0,0,True,,71-9-17-25-33-41-49-57-65,2-10-23-0-11-0-5-10-11-99-20-1-16-0-23-1-11-99-20-1-16-240-23-2-11-99-20-1-0-240-23-3-11-99-20-1-240-240-23-4-11-99-20-1-240-0-23-5-11-99-20-1-240-16-23-6-11-99-20-1-0-16-23-7-11-99-20-1-16-16-23-8-33-255
Cloud (Pattern Custom 2),63,TYPE_MOVE_START_NUA,0,1,NUA,NUA,1-2-3-4-5-6,R1-KIT-EDU,64,0,6,0,0,0,True,,165-7-15-23-31-39-47-55-63-71-79-87-95-103-111-119-127-135-143-151-159,2-10-23-0-11-0-5-10-20-1-16-0-23-1-11-99-20-1-32-0-23-2-11-99-20-1-16-248-23-3-11-99-20-1-16-240-23-4-11-99-20-1-0-240-23-5-11-99-20-1-240-240-23-6-11-99-20-1-240-224-23-7-11-99-20-1-0-224-23-8-11-99-20-1-16-224-23-9-11-99-20-1-16-240-23-10-11-99-20-1-32-240-23-11-11-99-20-1-32-0-23-12-11-99-20-1-32-16-23-13-11-99-20-1-16-16-23-14-11-99-20-1-16-0-23-15-11-99-20-1-32-240-23-16-11-99-20-1-32-0-23-17-11-99-20-1-8-0-23-18-11-99-20-1-16-0-23-19-11-99-20-1-32-16-23-20-33-255
Pencil Sharpener (Down on contact),63,TYPE_MOVE_START_NUA,0,11,IPL,IPL,4,R1-KIT-EDU,80,80,4,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-0-32-23-1-11-99-20-1-0-224-23-2-33-255
Pencil Sharpener (Left on contact),63,TYPE_MOVE_START_NUA,0,11,IPL,IPL,4,R1-KIT-EDU,80,80,4,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-224-0-23-1-11-99-20-1-32-0-23-2-33-255
Pencil Sharpener (Right on contact),63,TYPE_MOVE_START_NUA,0,11,IPL,IPL,4,R1-KIT-EDU,80,80,4,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-32-0-23-1-11-99-20-1-224-0-23-2-33-255
Pencil Sharpener (Up on contact),63,TYPE_MOVE_START_NUA,0,11,IPL,IPL,4,R1-KIT-EDU,80,80,4,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-0-224-23-1-11-99-20-1-0-32-23-2-33-255
Water Lily (Down on contact and stops),63,TYPE_MOVE_START_NUA,0,16,NEN,NEN,1,R1-KIT-EDU,40,0,18,0,0,0,True,,23-9-23,2-10-23-0-11-0-5-10-11-99-20-1-0-32-23-1-11-99-20-1-0-0-23-2-33-255
Water Lily (Left on contact and stops),63,TYPE_MOVE_START_NUA,0,16,NEN,NEN,1,R1-KIT-EDU,40,0,18,0,0,0,True,,23-9-23,2-10-23-0-11-0-5-10-11-99-20-1-224-0-23-1-11-99-20-1-0-0-23-2-33-255
Water Lily (Left on contact),63,TYPE_MOVE_START_NUA,0,16,NEN,NEN,1,R1-KIT-EDU,40,0,18,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-224-0-23-1-11-99-20-1-32-0-23-2-33-255
Water Lily (Right on contact and stops),63,TYPE_MOVE_START_NUA,0,16,NEN,NEN,1,R1-KIT-EDU,40,0,18,0,0,0,True,,23-9-23,2-10-23-0-11-0-5-10-11-99-20-1-32-0-23-1-11-99-20-1-0-0-23-2-33-255
Water Lily (Right on contact),63,TYPE_MOVE_START_NUA,0,16,NEN,NEN,1,R1-KIT-EDU,40,0,18,0,0,0,True,,23-9-17,2-10-23-0-11-0-5-10-11-99-20-1-32-0-23-1-11-99-20-1-224-0-23-2-33-255
Water Lily (Up on contact and stops),63,TYPE_MOVE_START_NUA,0,16,NEN,NEN,1,R1-KIT-EDU,40,0,18,0,0,0,True,,23-9-23,2-10-23-0-11-0-5-10-11-99-20-1-0-224-23-1-11-99-20-1-0-0-23-2-33-255
Moving screen (Right),64,TYPE_SCROLL,0,0,ELE,PAN,1-2-3-4-5-6,R1-KIT-EDU,80,96,50,0,0,0,False,,,2-254-33-255
Moving screen (Left),64,TYPE_SCROLL,0,0,ELE,PAN,1-2-3-4-5-6,R1-KIT-EDU,80,96,50,0,1,0,False,,,2-254-33-255
Moving Screen (Stop),64,TYPE_SCROLL,0,2,ELE,PAN,1-2-3-4-5-6,KIT-EDU,80,96,50,0,2,0,False,,,2-254-33-255
Moving Screen (Up fast),64,TYPE_SCROLL,0,2,ELE,PAN,1-2-3-4-5-6,R1-EDU,80,96,50,0,2,0,False,,,2-254-33-255
Moving Screen (Stop fast),64,TYPE_SCROLL,0,2,ELE,PAN,1-2-3-4-5-6,KIT-EDU,80,96,50,0,3,0,False,,,2-254-33-255
Moving Screen (Up slow - seed triggered),64,TYPE_SCROLL,0,2,ELE,PAN,1-2-3-4-5-6,R1-EDU,80,96,50,0,3,0,False,,,2-254-33-255
Moving Screen (Horizontal lock),64,TYPE_SCROLL,0,2,ELE,PAN,1-2-3-4-5-6,KIT-EDU,80,96,50,0,4,0,False,,,2-254-33-255
Moving Screen (Up),64,TYPE_SCROLL,0,2,ELE,PAN,1-2-3-4-5-6,KIT-EDU,80,96,50,0,5,0,False,,,2-254-33-255
Spider,65,TYPE_SPIDER,1,0,SPI,SPI,3-5,R1-KIT-EDU,80,96,48,0,4,2,False,,77-9-77-27-97,11-0-8-0-5-1-19-1-11-1-0-200-25-0-19-1-24-1-11-2-8-0-5-1-19-1-11-3-1-200-25-2-19-1-24-3-11-5-8-0-5-5-19-1-5-2-19-1-5-3-19-1-5-4-19-1-14-11-6-2-1-8-0-5-2-19-1-5-3-19-1-5-4-19-1-14-11-4-8-0-5-0-14-11-7-8-0-5-6-19-1-19-1-19-1-14-11-8-2-254-24-4-33-255
Spider's spike,66,TYPE_DARD,0,9,SPI,SPI,3-5,R1-KIT-EDU,64,80,16,0,0,0,False,,1-7,11-0-0-100-23-0-11-1-1-100-23-1-33-255
Spring Flower,67,TYPE_SWING_PLAT,0,2,NEN,NEN,1,R1-KIT-EDU,0,0,25,8,0,0,True,,,2-254-33-255
Lava Ball (Big bounce),69,TYPE_STONEBOMB3,2,2,HP,HP,3,R1-KIT-EDU,80,96,80,3,2,255,False,,,2-254-33-255
Lava Ball (Big bounce),69,TYPE_STONEBOMB3,2,2,HPV,HP,5,R1-KIT-EDU,80,96,80,3,2,255,False,,,2-254-33-255
Trumpet (Blows left),70,TYPE_TROMPETTE,0,0,TRP,TRP,2,R1-KIT-EDU,80,92,48,0,2,254,False,,9-23,11-8-11-2-11-3-8-0-5-0-19-4-23-0-11-4-8-2-5-1-20-1-0-253-30-200-23-1-11-5-8-0-5-2-19-1-19-1-11-6-8-0-5-5-19-1-33-255
Trumpet (Sucks right),70,TYPE_TROMPETTE,0,0,TRP,TRP,2,R1-KIT-EDU,80,92,48,0,2,254,False,,9-23,11-8-11-2-11-3-8-0-5-0-19-4-23-0-11-4-8-2-5-1-20-1-0-253-30-200-23-1-11-5-8-0-5-6-19-1-19-1-11-6-8-0-5-8-19-1-33-255
Trumpet (Blows right),70,TYPE_TROMPETTE,0,0,TRP,TRP,2,R1-KIT-EDU,80,92,48,0,2,254,False,,11-25-7,1-1-11-8-11-2-11-3-8-0-5-0-19-4-23-0-11-4-8-2-5-1-20-1-0-253-30-200-23-1-11-5-8-0-5-2-19-1-19-1-11-6-8-0-5-5-19-1-23-2-33-255
Trumpet (Sucks left),70,TYPE_TROMPETTE,0,0,TRP,TRP,2,R1-KIT-EDU,80,92,48,0,2,254,False,,11-25-7,1-1-11-8-11-2-11-3-8-0-5-0-19-4-23-0-11-4-8-2-5-1-20-1-0-253-30-200-23-1-11-5-8-0-5-6-19-1-19-1-11-6-8-0-5-8-19-1-23-2-33-255
Trumpet (Blows walking),70,TYPE_TROMPETTE,0,0,TRP,TRP,2,R1-KIT-EDU,80,92,48,0,2,254,False,,9-29-83-83-9-29,11-0-8-0-5-3-19-1-11-2-0-200-8-0-5-0-19-4-24-0-11-1-8-0-5-3-19-1-11-3-1-200-8-0-5-0-19-4-24-1-11-4-8-2-5-1-20-1-0-253-24-2-11-5-8-0-5-2-19-1-19-1-11-6-8-0-5-5-19-1-8-1-5-0-24-3-11-8-8-0-5-0-11-7-17-0-0-26-4-24-5-33-255
Trumpet (Sucks walking),70,TYPE_TROMPETTE,0,0,TRP,TRP,2,R1-KIT-EDU,80,92,48,0,2,254,False,,9-29-83-83-9-29,11-0-8-0-5-3-19-1-11-2-0-200-8-0-5-0-19-4-24-0-11-1-8-0-5-3-19-1-11-3-1-200-8-0-5-0-19-4-24-1-11-4-8-2-5-1-20-1-0-253-24-2-11-5-8-0-5-6-19-1-19-1-11-6-8-0-5-8-19-1-8-1-5-0-24-3-11-8-8-0-5-0-11-7-17-0-0-26-4-24-5-33-255
Pirate with Earring,72,TYPE_PIRATE_NGAWE,2,7,NGA,NGA,4,R1,80,96,48,0,3,254,False,,,30-254-33-255
Earring,73,TYPE_RING,2,1,NGA,NGA,4,R1,80,96,90,0,0,254,False,,1-25,11-0-20-0-224-0-29-0-20-10-240-8-20-5-248-16-20-5-8-16-20-10-16-8-11-1-20-0-32-0-29-1-20-10-16-8-20-5-8-16-20-5-248-16-20-10-240-8-33-255
Mr Sax (Boss),74,TYPE_SAXO,0,2,SAX,SAX,2,R1,128,200,32,0,12,255,False,,11,2-254-23-0-11-0-19-1-2-201-5-6-33-255
Bounce Glitter,75,TYPE_PAILLETTE,0,0,PAI,PAI,4,R1-KIT-EDU,112,0,0,0,0,0,False,,,
Bounce Glitter,75,TYPE_PAILLETTE,0,0,PAI2,PAI2,6,R1-KIT-EDU,112,0,0,0,0,0,False,,,
Killdoor (R1 Size 4),76,TYPE_DESTROYING_DOOR,10,0,DIV,DIV,1-2-3-4-5-6,R1-EDU,0,0,0,0,0,254,False,,,
Killdoor (Size 1),76,TYPE_DESTROYING_DOOR,10,1,DIV,DIV,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,0,254,False,,,
Killdoor (Size 2),76,TYPE_DESTROYING_DOOR,10,2,DIV,DIV,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,0,254,False,,,
Killdoor (Size 3),76,TYPE_DESTROYING_DOOR,10,3,DIV,DIV,1-2-3-4-5-6,R1-KIT-EDU,0,0,0,0,0,254,False,,,
Killdoor (RD Size 4),76,TYPE_DESTROYING_DOOR,10,4,DIV,DIV,1-2-3-4-5-6,KIT-EDU,0,0,0,0,0,254,False,,,
Pirate Bomber (In basket),77,TYPE_PIRATE_GUETTEUR,0,14,GUE,GUE,4,R1,80,96,32,0,5,255,False,,,30-254-33-255
Pirate Bomber (Out of basket),77,TYPE_PIRATE_GUETTEUR,2,2,GUE,GUE,4,R1,80,96,32,0,5,255,False,,,30-254-33-255
Bomb (Pirate),78,TYPE_PIRATE_BOMB,2,3,GUE,GUE,4,R1,80,96,72,0,0,254,False,,1-7,11-0-0-254-23-0-11-1-1-254-23-1-33-255
